timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622924470871,279,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-4,text,true,,5671,899,5,5,http://localhost:8090/WebTours/reservations.pl,279,0,0
1622924470905,245,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-3,text,true,,5603,899,5,5,http://localhost:8090/WebTours/reservations.pl,245,0,0
1622924471150,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2563,0,5,5,null,0,0,0
1622924471150,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-4,text,true,,2577,0,5,5,null,0,0,0
1622924471150,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-3,text,true,,2576,0,5,5,null,0,0,0
1622924470843,307,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-2,text,true,,5519,897,5,5,http://localhost:8090/WebTours/reservations.pl,307,0,0
1622924471150,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-2,text,true,,2563,0,5,5,null,0,0,0
1622924470884,266,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5519,896,5,5,null,266,0,0
1622924470905,245,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,5603,899,5,5,null,245,0,0
1622924470871,279,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,5671,899,5,5,null,279,0,0
1622924470843,307,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,5519,897,5,5,null,307,0,0
1622924471150,266,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-2,,false,,2801,1073,5,5,null,0,1,0
1622924470891,525,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,4026,1140,5,5,null,0,1,0
1622924471151,266,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-2,text,false,Test failed: text expected to contain /  <b> $508 </b>/,2801,1073,5,5,http://localhost:8090/WebTours/reservations.pl,266,0,0
1622924470892,258,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,258,0,0
1622924471150,267,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-5,text,true,,3010,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,267,0,0
1622924471150,266,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-3,,false,,2802,1075,5,5,null,0,1,0
1622924471150,266,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-4,,false,,2794,1075,5,5,null,0,1,0
1622924471150,266,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2788,1072,5,5,null,0,1,0
1622924471151,266,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-3,text,false,Test failed: text expected to contain /  <b> $1704 </b>/,2802,1075,5,5,http://localhost:8090/WebTours/reservations.pl,266,0,0
1622924471151,266,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-4,text,false,Test failed: text expected to contain /  <b> $2211 </b>/,2794,1075,5,5,http://localhost:8090/WebTours/reservations.pl,266,0,0
1622924471151,266,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2788,1072,5,5,http://localhost:8090/WebTours/reservations.pl,266,0,0
1622924471417,501,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,4028,1140,5,5,null,0,1,1
1622924471417,501,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,4029,1141,5,5,null,0,1,1
1622924471417,255,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-2,text,true,,1016,619,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,255,0,1
1622924471417,255,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-4,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,255,0,1
1622924471672,246,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-2,text,true,,3013,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,246,0,0
1622924471672,246,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-4,text,true,,3012,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,246,0,0
1622924471417,501,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4029,1140,5,5,null,0,1,1
1622924471417,501,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,4029,1140,5,5,null,0,1,1
1622924471417,255,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,255,0,1
1622924471417,255,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-3,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,255,0,1
1622924471672,246,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3013,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,246,0,0
1622924471672,246,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-3,text,true,,3013,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,246,0,0
1622924471417,769,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,3687,2038,5,5,null,0,1,0
1622924471417,255,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-5,text,true,,816,741,5,5,http://localhost:8090/WebTours/login.pl,255,0,0
1622924471672,246,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1142,646,5,5,http://localhost:8090/WebTours/login.pl?intro=true,246,0,0
1622924471919,268,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1729,651,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,268,0,0
1622924471919,760,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,3687,2039,5,5,null,0,0,0
1622924471919,760,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,3687,2039,5,5,null,0,0,0
1622924471919,760,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,3688,2041,5,5,null,0,0,0
1622924471919,760,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2039,5,5,null,0,0,0
1622924471919,268,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-2,text,true,,816,742,5,5,http://localhost:8090/WebTours/login.pl,268,0,0
1622924471919,268,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,742,5,5,http://localhost:8090/WebTours/login.pl,268,0,0
1622924471919,268,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-3,text,true,,817,742,5,5,http://localhost:8090/WebTours/login.pl,268,0,0
1622924472187,254,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,5,5,http://localhost:8090/WebTours/login.pl?intro=true,254,0,0
1622924471919,268,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-4,text,true,,816,742,5,5,http://localhost:8090/WebTours/login.pl,268,0,0
1622924472187,254,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-2,text,true,,1142,646,5,5,http://localhost:8090/WebTours/login.pl?intro=true,254,0,0
1622924472187,254,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-4,text,true,,1142,646,5,5,http://localhost:8090/WebTours/login.pl?intro=true,254,0,0
1622924472441,238,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-2,text,true,,1729,651,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,238,0,0
1622924472441,238,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-4,text,true,,1729,651,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,238,0,0
1622924472441,238,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,238,0,0
1622924472187,254,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-3,text,true,,1142,647,5,5,http://localhost:8090/WebTours/login.pl?intro=true,254,0,0
1622924472441,238,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-3,text,true,,1729,652,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,238,0,0
1622924472187,726,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,6899,2002,5,5,null,0,1,0
1622924472187,254,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-5,text,true,,735,665,5,5,http://localhost:8090/WebTours/welcome.pl?page=search,254,0,0
1622924472441,238,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1729,668,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,238,0,0
1622924472681,234,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-5,text,true,,4435,669,5,5,http://localhost:8090/WebTours/reservations.pl?page=welcome,234,0,0
1622924472680,705,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,6899,2005,5,5,null,0,1,0
1622924472680,706,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2002,5,5,null,0,0,0
1622924472680,705,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,6899,2002,5,5,null,0,1,0
1622924472680,234,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-3,text,true,,735,666,5,5,http://localhost:8090/WebTours/welcome.pl?page=search,234,0,0
1622924472680,235,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,665,5,5,http://localhost:8090/WebTours/welcome.pl?page=search,235,0,0
1622924472680,234,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-2,text,true,,735,665,5,5,http://localhost:8090/WebTours/welcome.pl?page=search,234,0,0
1622924472915,234,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-3,text,true,,1729,669,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,234,0,0
1622924472680,705,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,6899,2002,5,5,null,0,1,0
1622924472915,234,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,668,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,234,0,0
1622924472915,234,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-2,text,true,,1729,668,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,234,0,0
1622924473149,237,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-3,text,true,,4435,670,5,5,http://localhost:8090/WebTours/reservations.pl?page=welcome,237,0,0
1622924472680,234,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-4,text,true,,735,665,5,5,http://localhost:8090/WebTours/welcome.pl?page=search,234,0,0
1622924473149,237,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,669,5,5,http://localhost:8090/WebTours/reservations.pl?page=welcome,237,0,0
1622924472915,234,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-4,text,true,,1729,668,5,5,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,234,0,0
1622924473149,237,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-2,text,true,,4435,669,5,5,http://localhost:8090/WebTours/reservations.pl?page=welcome,237,0,0
1622924473149,237,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-4,text,true,,4435,669,5,5,http://localhost:8090/WebTours/reservations.pl?page=welcome,237,0,0
1622924472915,213,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,2611,1006,5,5,null,0,2011,0
1622924474926,213,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-5,text,true,,2611,1006,5,5,http://localhost:8090/WebTours/reservations.pl,213,0,0
1622924475139,110,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,453428,312,5,5,null,0,0,19
1622924475139,110,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-5,text,true,,453428,312,5,5,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,41,0,19
1622924473386,261,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,2608,1003,5,5,null,0,2014,0
1622924473386,261,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,2609,1006,5,5,null,0,2014,0
1622924473386,261,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,2618,1005,5,5,null,0,2014,0
1622924475400,261,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-2,text,true,,2608,1003,5,5,http://localhost:8090/WebTours/reservations.pl,261,0,0
1622924475400,261,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-3,text,true,,2609,1006,5,5,http://localhost:8090/WebTours/reservations.pl,261,0,0
1622924475400,261,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-4,text,true,,2618,1005,5,5,http://localhost:8090/WebTours/reservations.pl,261,0,0
1622924473386,261,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2620,1005,5,5,null,0,2014,0
1622924475400,261,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2620,1005,5,5,http://localhost:8090/WebTours/reservations.pl,261,0,0
1622924475249,412,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-5,text,true,,5648,899,5,5,http://localhost:8090/WebTours/reservations.pl,412,0,0
1622924475661,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-5,text,true,,2621,0,5,5,null,0,0,0
1622924475249,412,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,5648,899,5,5,null,412,1,0
1622924475661,150,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,453428,312,5,5,null,0,1,20
1622924475662,150,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-2,text,true,,453428,312,5,5,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,41,0,20
1622924475661,175,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,5,5,null,0,1,25
1622924475662,175,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,5,5,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,54,0,25
1622924475661,204,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,453428,312,5,5,null,0,1,25
1622924475662,204,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-4,text,true,,453428,312,5,5,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,53,0,25
1622924475662,220,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-5,,false,,2793,1075,5,5,null,0,0,0
1622924475662,220,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-5,text,false,Test failed: text expected to contain /  <b> $1704 </b>/,2793,1075,5,5,http://localhost:8090/WebTours/reservations.pl,220,0,0
1622924475661,253,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,453428,312,5,5,null,0,1,25
1622924475662,253,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-3,text,true,,453428,312,5,5,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,81,0,25
1622924475813,342,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-2,text,true,,5709,896,5,5,http://localhost:8090/WebTours/reservations.pl,342,0,0
1622924475915,240,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-3,text,true,,5588,900,5,5,http://localhost:8090/WebTours/reservations.pl,240,0,0
1622924475867,288,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-4,text,true,,5642,896,5,5,http://localhost:8090/WebTours/reservations.pl,288,0,0
1622924475837,318,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5715,897,5,5,http://localhost:8090/WebTours/reservations.pl,318,0,0
1622924476155,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-4,text,true,,2618,0,5,5,null,0,0,0
1622924476155,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2623,0,5,5,null,0,0,0
1622924476155,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-2,text,true,,2618,0,5,5,null,0,0,0
1622924476155,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-3,text,true,,2629,0,5,5,null,0,0,0
1622924475837,318,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5715,897,5,5,null,318,0,0
1622924475866,288,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,5642,896,5,5,null,288,1,0
1622924475812,342,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,5709,896,5,5,null,342,1,0
1622924475915,240,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,5588,900,5,5,null,240,0,0
1622924476155,274,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-3,,false,,2801,1076,5,5,null,0,0,0
1622924476155,274,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2797,1073,5,5,null,0,0,0
1622924476155,274,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-3,text,false,Test failed: text expected to contain /  <b> $544 </b>/,2801,1076,5,5,http://localhost:8090/WebTours/reservations.pl,274,0,0
1622924476155,274,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $6111 </b>/,2797,1073,5,5,http://localhost:8090/WebTours/reservations.pl,274,0,0
1622924475882,546,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,4016,1140,5,5,null,0,1,0
1622924475883,272,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,272,0,0
1622924476155,274,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-5,text,true,,3000,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,274,0,0
1622924476155,274,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,2799,1072,5,5,null,0,0,0
1622924476155,274,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-4,,false,,2804,1072,5,5,null,0,0,0
1622924476155,274,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-2,text,true,,2799,1072,5,5,http://localhost:8090/WebTours/reservations.pl,274,0,0
1622924476155,274,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-4,text,false,Test failed: text expected to contain /  <b> $1996 </b>/,2804,1072,5,5,http://localhost:8090/WebTours/reservations.pl,274,0,0
1622924476429,489,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,4020,1140,5,5,null,0,0,1
1622924476429,489,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,4020,1141,5,5,null,0,0,1
1622924476429,489,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,4019,1140,5,5,null,0,0,1
1622924476429,489,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4020,1140,5,5,null,0,0,1
1622924476429,242,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-3,text,true,,1016,619,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,242,0,1
1622924476429,242,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-4,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,242,0,1
1622924476429,242,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,242,0,1
1622924476671,247,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-3,text,true,,3004,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,247,0,0
1622924476671,247,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-4,text,true,,3003,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,247,0,0
1622924476671,247,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3004,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,247,0,0
1622924476429,242,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-2,text,true,,1016,618,5,5,http://localhost:8090/WebTours/welcome.pl?signOff=true,242,0,1
1622924476671,247,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-2,text,true,,3004,522,5,5,http://localhost:8090/WebTours/nav.pl?in=home,247,0,0
1622924476429,837,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,3687,2035,6,6,null,0,1,0
1622924476429,242,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-5,text,true,,816,738,5,5,http://localhost:8090/WebTours/login.pl,242,0,0
1622924476671,247,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1142,646,5,5,http://localhost:8090/WebTours/login.pl?intro=true,247,0,0
1622924476919,348,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1729,651,6,6,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,348,0,0
1622924477033,496,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-6,,true,,4029,940,6,6,null,0,2,1
1622924477034,233,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-6,text,true,,1016,418,6,6,http://localhost:8090/WebTours/welcome.pl?signOff=true,233,0,1
1622924477267,263,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-6,text,true,,3013,522,6,6,http://localhost:8090/WebTours/nav.pl?in=home,263,0,0
1622924476918,866,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-2,,true,,3688,2038,6,6,null,0,2,0
1622924476918,866,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-4,,true,,3687,2036,6,6,null,0,2,0
1622924476918,867,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2036,6,6,null,0,1,0
1622924476919,348,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-2,text,true,,817,739,6,6,http://localhost:8090/WebTours/login.pl,348,0,0
1622924476919,348,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-4,text,true,,816,739,6,6,http://localhost:8090/WebTours/login.pl,348,0,0
1622924476918,866,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-3,,true,,3688,2038,6,6,null,0,2,0
1622924477267,263,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-4,text,true,,1142,646,6,6,http://localhost:8090/WebTours/login.pl?intro=true,263,0,0
1622924477267,263,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-2,text,true,,1142,647,6,6,http://localhost:8090/WebTours/login.pl?intro=true,263,0,0
1622924477531,255,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-4,text,true,,1729,651,6,6,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,255,0,0
1622924476919,348,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-3,text,true,,817,739,6,6,http://localhost:8090/WebTours/login.pl,348,0,0
1622924477531,255,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-2,text,true,,1729,652,6,6,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,255,0,0
1622924476919,348,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,739,6,6,http://localhost:8090/WebTours/login.pl,348,0,0
1622924477267,264,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,6,6,http://localhost:8090/WebTours/login.pl?intro=true,263,0,0
1622924477267,263,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-3,text,true,,1142,647,6,6,http://localhost:8090/WebTours/login.pl?intro=true,263,0,0
1622924477531,255,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,6,6,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,255,0,0
1622924477531,255,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-3,text,true,,1729,652,6,6,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,255,0,0
1622924477267,769,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-5,,true,,6899,2002,6,6,null,0,2,0
1622924477267,264,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-5,text,true,,735,665,6,6,http://localhost:8090/WebTours/welcome.pl?page=search,263,0,0
1622924477531,255,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-5,text,true,,1729,668,6,6,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,255,0,0
1622924477787,250,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-5,text,true,,4435,669,6,6,http://localhost:8090/WebTours/reservations.pl?page=welcome,250,0,0
1622924477531,745,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-6,,true,,3688,2041,6,6,null,0,1,0
1622924477531,255,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-6,text,true,,817,742,6,6,http://localhost:8090/WebTours/login.pl,255,0,0
1622924477786,251,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-6,text,true,,1142,647,6,6,http://localhost:8090/WebTours/login.pl?intro=true,251,0,0
1622924478038,239,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-6,text,true,,1729,652,6,6,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,239,0,0
