timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622924177050,507,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4029,940,1,1,null,0,50,13
1622924177096,280,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,418,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,280,0,13
1622924177378,227,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3013,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,227,0,0
1622924177608,662,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3688,2041,1,1,null,0,4,0
1622924177609,226,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,817,742,1,1,http://localhost:8090/WebTours/login.pl,226,0,0
1622924177836,219,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,647,1,1,http://localhost:8090/WebTours/login.pl?intro=true,219,0,0
1622924178056,217,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,652,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,217,0,0
1622924178274,675,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2005,1,1,null,0,422,0
1622924178274,216,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,666,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,216,0,0
1622924178491,219,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,669,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,219,0,0
1622924179130,240,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,670,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,240,0,0
1622924179371,224,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2611,1007,1,1,null,0,2006,0
1622924181377,224,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2611,1007,1,1,http://localhost:8090/WebTours/reservations.pl,224,0,0
1622924181602,254,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,0,163
1622924181602,254,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,184,0,163
1622924181857,231,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5597,900,1,1,http://localhost:8090/WebTours/reservations.pl,228,0,0
1622924182087,1,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2638,0,1,1,null,0,0,0
1622924181857,231,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5597,900,1,1,null,228,0,0
1622924182088,228,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2803,1076,1,1,null,0,49,0
1622924182136,228,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $802 </b>/,2803,1076,1,1,http://localhost:8090/WebTours/reservations.pl,228,0,0
1622924182365,433,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4023,1141,1,1,null,0,6,1
1622924182370,215,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,619,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,215,0,1
1622924182586,218,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3007,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,218,0,0
1622924182805,869,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2037,1,1,null,0,1,0
1622924182805,231,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,740,1,1,http://localhost:8090/WebTours/login.pl,231,0,0
1622924183037,216,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,1,1,http://localhost:8090/WebTours/login.pl?intro=true,216,0,0
1622924183253,422,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,422,0,0
1622924183675,863,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2002,1,1,null,0,2,0
1622924183676,420,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,665,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,420,0,0
1622924184096,224,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,668,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,224,0,0
1622924184321,219,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,669,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,219,0,0
1622924184541,226,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2606,1002,1,1,null,0,2005,0
1622924186546,226,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2606,1002,1,1,http://localhost:8090/WebTours/reservations.pl,226,0,0
1622924186772,164,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,0,25
1622924186772,164,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,52,0,25
1622924186936,218,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5553,896,1,1,http://localhost:8090/WebTours/reservations.pl,217,0,0
1622924187154,1,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2597,0,1,1,null,0,0,0
1622924186936,218,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5553,896,1,1,null,217,0,0
1622924187155,219,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2797,1072,1,1,null,0,0,0
1622924187155,219,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $789 </b>/,2797,1072,1,1,http://localhost:8090/WebTours/reservations.pl,219,0,0
1622924187375,636,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4016,1140,1,1,null,0,1,0
1622924187375,422,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,422,0,0
1622924187798,214,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3000,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,214,0,0
1622924188012,866,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2035,1,1,null,0,2,0
1622924188013,220,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,738,1,1,http://localhost:8090/WebTours/login.pl,220,0,0
1622924188233,222,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,1,1,http://localhost:8090/WebTours/login.pl?intro=true,222,0,0
1622924188456,424,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,424,0,0
1622924188880,645,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2002,1,1,null,0,2,0
1622924188880,215,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,665,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,215,0,0
1622924189095,213,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,668,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,213,0,0
1622924189310,217,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,669,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,217,0,0
1622924189527,228,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2620,1005,1,1,null,0,2001,0
1622924191528,228,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2620,1005,1,1,http://localhost:8090/WebTours/reservations.pl,227,0,0
1622924191756,169,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,0,25
1622924191756,169,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,53,0,25
1622924191925,222,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5608,897,1,1,http://localhost:8090/WebTours/reservations.pl,221,0,0
1622924192146,1,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2583,0,1,1,null,0,0,0
1622924191925,222,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5608,897,1,1,null,221,1,0
1622924192148,220,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2803,1073,1,1,null,0,1,0
1622924192149,220,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2803,1073,1,1,http://localhost:8090/WebTours/reservations.pl,220,0,0
1622924192370,641,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4023,1140,1,1,null,0,1,1
1622924192370,422,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,422,0,1
1622924192793,219,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3007,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,219,0,0
1622924193012,653,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2037,1,1,null,0,2,0
1622924193013,217,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,740,1,1,http://localhost:8090/WebTours/login.pl,217,0,0
1622924193230,219,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,1,1,http://localhost:8090/WebTours/login.pl?intro=true,219,0,0
1622924193450,217,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,217,0,0
1622924193667,655,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2002,1,1,null,0,2,0
1622924193667,214,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,665,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,214,0,0
1622924193882,224,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,668,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,224,0,0
1622924194107,217,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,669,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,217,0,0
1622924194324,226,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2608,1003,1,1,null,0,2012,0
1622924196336,226,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2608,1003,1,1,http://localhost:8090/WebTours/reservations.pl,226,0,0
1622924196562,104,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,1,18
1622924196563,104,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,37,0,18
1622924196667,428,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5623,896,1,1,http://localhost:8090/WebTours/reservations.pl,427,0,0
1622924197094,1,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2599,0,1,1,null,0,0,0
1622924196667,428,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5623,896,1,1,null,427,0,0
1622924197095,221,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2799,1072,1,1,null,0,1,0
1622924197095,221,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $1068 </b>/,2799,1072,1,1,http://localhost:8090/WebTours/reservations.pl,221,0,0
1622924197317,435,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4028,1140,1,1,null,0,3,0
1622924197318,219,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,219,0,0
1622924197538,216,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3012,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,216,0,0
1622924197755,865,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3688,2041,1,1,null,0,3,0
1622924197755,218,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,817,742,1,1,http://localhost:8090/WebTours/login.pl,218,0,0
1622924197974,428,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,647,1,1,http://localhost:8090/WebTours/login.pl?intro=true,428,0,0
1622924198403,219,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,652,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,219,0,0
1622924198623,857,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2005,1,1,null,0,1,0
1622924198623,212,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,666,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,212,0,0
1622924198835,224,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,669,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,224,0,0
1622924199060,421,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,670,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,421,0,0
1622924199481,227,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2622,1015,1,1,null,0,2003,0
1622924201484,227,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2622,1015,1,1,http://localhost:8090/WebTours/reservations.pl,227,0,0
1622924201711,131,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,1,19
1622924201712,131,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,40,0,19
1622924201843,227,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5710,896,1,1,http://localhost:8090/WebTours/reservations.pl,227,0,0
1622924202070,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2621,0,1,1,null,0,0,0
1622924201843,227,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5710,896,1,1,null,227,0,0
1622924202070,220,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2819,1072,1,1,null,0,1,0
1622924202071,220,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $171 </b>/,2819,1072,1,1,http://localhost:8090/WebTours/reservations.pl,219,0,0
1622924202291,439,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4011,1141,1,1,null,0,1,1
1622924202291,219,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,619,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,219,0,1
1622924202511,220,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2995,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,220,0,0
1622924202731,655,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2033,1,1,null,0,3,0
1622924202732,217,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,736,1,1,http://localhost:8090/WebTours/login.pl,217,0,0
1622924202950,218,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,1,1,http://localhost:8090/WebTours/login.pl?intro=true,217,0,0
1622924203168,220,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,220,0,0
1622924203389,1078,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2002,1,1,null,0,3,0
1622924203389,430,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,665,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,430,0,0
1622924203820,428,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,668,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,428,0,0
1622924204250,220,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,669,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,220,0,0
1622924204470,428,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2620,1005,1,1,null,0,2014,0
1622924206484,428,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2620,1005,1,1,http://localhost:8090/WebTours/reservations.pl,428,0,0
1622924206913,134,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,0,23
1622924206913,134,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,49,0,23
1622924207047,226,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5593,897,1,1,http://localhost:8090/WebTours/reservations.pl,225,0,0
1622924207272,1,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2568,0,1,1,null,0,0,0
1622924207047,226,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5593,897,1,1,null,225,0,0
1622924207273,218,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2797,1073,1,1,null,0,0,0
1622924207273,218,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $4074 </b>/,2797,1073,1,1,http://localhost:8090/WebTours/reservations.pl,217,0,0
1622924207491,441,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4028,1140,1,1,null,0,1,1
1622924207491,225,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,225,0,1
1622924207717,216,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3012,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,215,0,0
1622924207933,860,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2039,1,1,null,0,0,0
1622924207933,220,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,742,1,1,http://localhost:8090/WebTours/login.pl,220,0,0
1622924208153,423,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,1,1,http://localhost:8090/WebTours/login.pl?intro=true,423,0,0
1622924208576,217,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,217,0,0
1622924208793,863,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2002,1,1,null,0,1,0
1622924208793,215,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,665,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,215,0,0
1622924209008,223,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,668,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,223,0,0
1622924209232,425,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,669,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,425,0,0
1622924209657,229,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2611,1006,1,1,null,0,2014,0
1622924211671,229,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2611,1006,1,1,http://localhost:8090/WebTours/reservations.pl,229,0,0
1622924211901,177,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,0,66
1622924211901,177,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,92,0,66
1622924212079,216,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5720,899,1,1,http://localhost:8090/WebTours/reservations.pl,216,0,0
1622924212295,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2626,0,1,1,null,0,0,0
1622924212079,216,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5720,899,1,1,null,216,0,0
1622924212295,220,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2802,1075,1,1,null,0,1,0
1622924212296,220,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $2457 </b>/,2802,1075,1,1,http://localhost:8090/WebTours/reservations.pl,220,0,0
1622924212516,434,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4023,1140,1,1,null,0,3,0
1622924212517,215,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,215,0,0
1622924212733,219,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3007,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,219,0,0
1622924212953,861,ClickLogin,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,3687,2037,1,1,null,0,0,0
1622924212953,221,ClickLogin-83,200,Ok,jp@gc - OrderTicket 1-1,text,true,,816,740,1,1,http://localhost:8090/WebTours/login.pl,221,0,0
1622924213174,218,ClickLogin-85,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1142,646,1,1,http://localhost:8090/WebTours/login.pl?intro=true,218,0,0
1622924213392,422,ClickLogin-84,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,651,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=home,422,0,0
1622924213814,666,FindFlight,200,"Number of samples in transaction : 3, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,6899,2002,1,1,null,0,1,0
1622924213814,215,FindFlight-89,200,Ok,jp@gc - OrderTicket 1-1,text,true,,735,665,1,1,http://localhost:8090/WebTours/welcome.pl?page=search,215,0,0
1622924214029,227,FindFlight-90,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1729,668,1,1,http://localhost:8090/WebTours/nav.pl?page=menu&in=flights,227,0,0
1622924214257,224,FindFlight-91,200,Ok,jp@gc - OrderTicket 1-1,text,true,,4435,669,1,1,http://localhost:8090/WebTours/reservations.pl?page=welcome,224,0,0
1622924214481,226,FindFlightContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,2608,1003,1,1,null,0,2004,0
1622924216484,226,FindFlightContinue-98,200,Ok,jp@gc - OrderTicket 1-1,text,true,,2608,1003,1,1,http://localhost:8090/WebTours/reservations.pl,226,0,0
1622924216711,108,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,453428,312,1,1,null,0,0,19
1622924216711,108,RndOrderContinue-106,200,OK,jp@gc - OrderTicket 1-1,text,true,,453428,312,1,1,http://ciscobinary.openh264.org/openh264-win64-2e1774ab6dc6c43debb0b5b628bdf122a391d521.zip,39,0,19
1622924216820,220,RndOrderContinue-118,200,Ok,jp@gc - OrderTicket 1-1,text,true,,5623,896,1,1,http://localhost:8090/WebTours/reservations.pl,220,0,0
1622924217040,0,RndOrderContinue-118-0,200,OK,jp@gc - OrderTicket 1-1,text,true,,2599,0,1,1,null,0,0,0
1622924216819,220,RndOrderContinue,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,5623,896,1,1,null,220,2,0
1622924217041,216,PaymentDetailsContinue,200,"Number of samples in transaction : 1, number of failing samples : 1",jp@gc - OrderTicket 1-1,,false,,2799,1072,1,1,null,0,1,0
1622924217041,216,PaymentDetailsContinue-119,200,Ok,jp@gc - OrderTicket 1-1,text,false,Test failed: text expected to contain /  <b> $1106 </b>/,2799,1072,1,1,http://localhost:8090/WebTours/reservations.pl,216,0,0
1622924217258,435,OpenPage,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - OrderTicket 1-1,,true,,4017,1140,1,1,null,0,1,1
1622924217258,218,OpenPage-75,200,Ok,jp@gc - OrderTicket 1-1,text,true,,1016,618,1,1,http://localhost:8090/WebTours/welcome.pl?signOff=true,218,0,1
1622924217477,217,OpenPage-76,200,Ok,jp@gc - OrderTicket 1-1,text,true,,3001,522,1,1,http://localhost:8090/WebTours/nav.pl?in=home,217,0,0
